id,question,question_concept,choices,answerKey
6974d215428a974641c1df18678522f5,What would a person need to do if his or her captain dies at sea?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cross street', 'have a party', 'experience life', 'cross road',
       'man crew'], dtype=object)}",E
b94a9764acff078b52a9cbae04661dc9,What do children require to grow up healthy?,children,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['need care', 'come home', 'fast food', 'watch television',
       'wash dishes'], dtype=object)}",A
80930e9df9ac4ad752749a54e7fc124f_1,I house outside the center of a community is said to be where?,house,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'subdivision', 'newspaper', 'residential area', 'street'],
      dtype=object)}",B
3310b5b24f03d67179fababf9ae95144,"The field general began to write out a letter to the king, he was told to send what when the enemy was near?",letter,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['syllable', 'english alphabet', 'word', 'email', 'invitation'],
      dtype=object)}",C
846bc47ced7119ad2ee19a8780d7fe18,What will you put on a pen to prevent it from drying out?,pens,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['write sentences on paper', 'ink in', 'ink cartridges', 'caps',
       'cling film'], dtype=object)}",D
fd5a34e94303d7fd343de2a8f36943d5,"After climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in?",cave,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['west virginia', 'kentucky', 'desert', 'sea', 'rocky hills'],
      dtype=object)}",E
4e87db4771f2d6423034935446e3fff1,"They dealt with combustible mixtures in their experiments, this is why they kept a fire extinguisher where?",fire extinguisher,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hospital', 'chemistry lab', 'most businesses', 'classroom',
       'public building'], dtype=object)}",B
a585df0818180ce3c06f963a4c3c810a,"If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it?",fruit,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gay bar', 'market', 'grocery store', 'refrigerator', 'container'],
      dtype=object)}",A
c9f7d07e6d363a99f5fadd68a4dfa35a,Where would you get a toothpick if you do not have any?,toothpick,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['box', 'grocery store', 'eyes', 'chewing', 'mouth'], dtype=object)}",B
c7cb327fa4c0008efaa7741081a365d4,What would you be building if you designed a place for an annoying critter to stay?,mosquitoes,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spread disease', 'swamp', 'fly away', 'cat condo', 'bug campers'],
      dtype=object)}",E
c54ddc0f9d170ba65d9f4f2e0bb41d1c,"The man working in the attic swatted away a bee, but soon the single bee was an entire what?",bee,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['swarm', 'pack', 'countryside', 'soft drink', 'field of flowers'],
      dtype=object)}",A
1729c737ff92cf558efecde2c6cafc5e,What do you need to wear when hiking?,hiking,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cast iron stomach', 'physical exertion', 'shin splints',
       'adventure', 'fatigue'], dtype=object)}",C
19dfd55e967dacd6f5700a62c1e14eee,What type of store would have lots of sports equipment?,sports equipment,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mall', 'office supply store', 'school', 'sporting goods store',
       'sporting event'], dtype=object)}",D
b9bed83138901f4a45041b02c5b242c1,"The business man was promoted recently, to celebrate he went where to buy an expensive wristwatch?",wristwatch,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['case', 'jewelry store', 'shopping', 'jewelery box', 'hock'],
      dtype=object)}",B
b9d22425a3d5810be9528a55245c8f09,How is a child eager to be going to play likely to get there?,going to play,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slowly', 'rush', 'being entertained', 'have fun', 'enjoyment'],
      dtype=object)}",B
2af70107e04e61e3c7884bc743901c02,There's some new buying products designed to get you money if you have none. The first step is that it will show you how to declare what?,buying products,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tax return', 'bankruptcy', 'pleasure', 'debt', 'spending money'],
      dtype=object)}",B
be2cb9c96069ac355a7ccef262743d14,Where can you buy a replacement ax handle?,handle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bathroom', 'hardware store', 'water fountain', 'grocery store',
       'fridge'], dtype=object)}",B
799e48ec7fb16415c8f82828c5761ed1,Is that person acting as silly as a clown?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['make mistakes', 'ridiculous', 'have no home', 'mentally unhinged',
       'schizophrenia'], dtype=object)}",B
a5db1e9677af118deb8e4add8bc18db2,Which group of states is Louisiana part of?,louisiana,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['deep south', ""98 of world's crayfish"", 'united states',
       'gulf states', 'bible belt'], dtype=object)}",D
28357ebf85f8bb82b6a3210c4397e0aa,Where would you put a plate immediately after eating from it?,plate,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen cupboard', 'floor', 'table', 'dishwasher', 'flea market'],
      dtype=object)}",D
7b95825a19d6930d6aed35c7c57a2d82,James couldn't get comfortable.  There was too much dirt.  He needed to clean out what?,dirt,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ground', 'subway', 'bank', 'bed', 'street'], dtype=object)}",D
6b270159bd402ddd498a38153f9d1efe,"The rats were hiding in the house, where were they?",rats,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sewers', 'laboratory', 'basement', 'clinic', 'cellar'],
      dtype=object)}",E
eae0e03773365064ce915603c7addc91,What do people do when they don't understand something?,people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ask questions', 'experience joy', 'believe in god',
       'talk to each other', 'get sick'], dtype=object)}",A
a5ca7c89196e54938b5827814d0071d4,James saw a kite flying in the sky.  He traced the string back to its origin and found it.  Where did the string begin?,kite,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['end of line', 'hobby shop', 'his hand', 'toy store',
       ""child's hand""], dtype=object)}",E
ffc3461d437a1c6c22d1c4f6439ebd9c,What rubber toy filled with helium will make a child happy?,child,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['loved', 'learn', 'eat cake', 'balloon', 'become adult'],
      dtype=object)}",D
aa2dcd9bcce5e4445bd3bacbf0bb11d3,Where do people get beer after a bit of gambling?,beer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bottle', 'grocery store', 'casino', 'spaceship', 'hockey game'],
      dtype=object)}",C
6cc797ec148c1fc74592957a55bd0951,What can happen to you when you are using television and it is not interesting?,using television,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['turn off', 'functions', 'turning off', 'entertainment',
       'fall asleep'], dtype=object)}",E
64dbe5cb840ef4f1d25f8b68db8d5fed,"The business men left the discussion in the dressing room, now they just wanted to relax in the sauna of the what?",dressing room,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['brush hair', 'theater', 'house', 'dwelling', 'bathhouse'],
      dtype=object)}",E
a74753bf249c1cbcff632c5c16b0397b,Where is a likely place for an ivy plant?,plant,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flower pot', 'shelf', 'windowsill', 'outside', 'sill'],
      dtype=object)}",D
9190efbd77fe10b989fcaae35e208a0f,Where has the newest baseball stadium?,baseball stadium,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['phoenix', 'chicago', 'antarctica', 'san francisco', 'urban areas'],
      dtype=object)}",A
ff0303db294a823d4138fb81a6ee6438,What type of residence has a ground floor with a stoop?,ground floor,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['brownstone', 'hotel', 'condominium', 'entering building',
       'office building'], dtype=object)}",A
63963c9c15835d451aac2e1e0b116388,If the wood texture is not smooth it is what?,wood,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gilded', 'porous', 'solid', 'painted', 'less dense than water'],
      dtype=object)}",B
cc8324b73ed9625e723ef041dfc77a37,What might happen if someone is not losing weight?,losing weight,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['loose skin', 'beauty', 'miss universe', 'death', 'healthier'],
      dtype=object)}",D
684dbde19719e8224113433981d6e01e,"Billy lived in the capital of his country, then he moved.  Where might he move to?",capital,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['small town', 'jail', 'lower case',
       'contain governmental activities', 'lowercase'], dtype=object)}",A
21450618657881d8c5af73691f3423a7_1,"Making a schedule was easy to pick, the major called for knowledge that required a certain what?",knowledge,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['color', 'class', 'meeting', 'university', 'encyclopedia'],
      dtype=object)}",B
8b94b61b604ec0d7508804033eec6d23,"When getting in shape, this is something that does wonders?",getting in shape,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat more', 'starve', 'give up', 'period of recovery', 'jogging'],
      dtype=object)}",E
52ecf169febc95a7f5ccb048fc85857d,What could prevent a driving car from continuing to drive?,driving car,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['automobile accidents', 'backache', 'pollution', 'smoke',
       'low fuel tank'], dtype=object)}",A
e408a5a031caec33782cb3b3a005eecc,Where do you store a large container?,large container,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'factory', 'juice', 'hostel', 'cabinet'],
      dtype=object)}",E
31bd05ba62a16ee35217224b98c6baea,What is a person likely to experience after they stop being married to a mean person?,stopping being married to,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['isolation', 'grief', 'happiness', 'relief', 'angry'], dtype=object)}",C
b4043bd1f65a8ad088e62042eca259c2,"Despite the large crowds, how did the depressed man feel?",crowd,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['small group', 'alone', 'solitary', 'solitude', 'panic'],
      dtype=object)}",C
4302e727e47f464511d4d04f22bed0d2,Where does a maid empty a trash can?,trash can,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bus stop', 'corner', 'hockey game', 'motel', 'alley'],
      dtype=object)}",D
f0d473701d52125dd055d23042de1b0d,"The dog curled up for a nap, it was tuckered out because it had just been what?",dog,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['walked', 'petted', 'affection', 'go outside', 'scratch'],
      dtype=object)}",A
d35112a99ab3983fb51c3adae80bc2da,"He used an umbrella while tanning, where was he likely?",umbrella,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['waves', 'seattle', 'suitcase', 'beach', 'jacket closet'],
      dtype=object)}",D
661474a1a0c29dd7a243b284535ac934,What do the feathers look like on birds found in the rainforest?,birds,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pretty smart', 'singing', 'dark', 'very colorful', 'light'],
      dtype=object)}",D
6416dcdf9b8d7d2787f07e7426f86fe4,The ancient seafaring Norse tribesman brought pelts of weasel aboard his what?,weasel,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rabbit warren', 'used car lot', 'chicken coop', 'cruise',
       'viking ship'], dtype=object)}",E
0f54a1ee30a0034a3d2db1bfdef9ca85,What is the opposite of an area of elevation?,elevation,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['disgust', 'reduction', 'depression', 'demotion', 'diminishment'],
      dtype=object)}",C
7850beb1209c41fabe385cbedc96a61a,What do singers need to do before a show?,singers,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['warm up', 'use microphones', 'clear throats', 'create music',
       'sound beautiful'], dtype=object)}",A
cdb06b28b9c4e7ef7e880d1f096fd409,"When a person with mental illness receives medication and therapy, what has happened?",mental illness,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cause irrational behaviour', 'recur', 'effectively treated',
       'managed', 'cause suffering'], dtype=object)}",C
14309d9bd3c13d1c0efb625198f6304a,What type of feeling is performing for the first time likely to produce?,performing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['action', 'butterflies', 'happiness', 'a sense of calm', 'anxiety'],
      dtype=object)}",E
a00276c6db928900772c0320aeff77c0,"If someone is found to be committing murder, what did they do to someone?",committing murder,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['misery', 'kill', 'distress', 'tickel', 'go to jail'], dtype=object)}",B
4706be6e24f1fafd9ff9fe63583acffd,"The computer was hooked up to the internet, what could it do as a result?",computer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['process information', 'believe in god', 'make decisions',
       'process information', 'receive data'], dtype=object)}",E
ee8819b2da5453848c1cbb9d9c93403b,The planet Mercury is unsuitable for human life or what?,mercury,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['toxic', 'uninhabitable', 'mercury sulphide', 'poisonous',
       'jupiter'], dtype=object)}",B
84ea43b967259814d939c62131f74df0,"Seeing idea become reality was a dream of hers for a long time, but as the time came to get on stage she had more what?",seeing idea become reality,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['build', 'anxiety', 'celebrate', 'very nice', 'ocean'],
      dtype=object)}",B
60e7338e9e6bfc746a15a161eb12706c,A creek could be located in the opposite for the city which is called what?,creek,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meadow', 'stick', 'valley', 'forest', 'countryside'], dtype=object)}",E
