id,question_stem,choices,urdu_question_stem,urdu_choices,answerKey
14-239,Cars are big polluters because they release toxins from the gas into the air making it,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['healthier to breathe', 'unhealthy to breathe', 'candy', 'space'],
      dtype=object)}",گاڑیاں آلودگی کا بڑا سبب ہیں کیونکہ وہ ایندھن سے زہریلے مادے ہوا میں خارج کرتی ہیں، جو اسے...,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['سانس لینے کے لیے صحت بخش', 'سانس لینے کے لیے مضرِ صحت', 'کینڈی',
       'خلا'], dtype=object)}",B
14-240,Adding something poisonous to an environment and harming it is called what?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['dirtying', 'liking', 'cleaning', 'observing'], dtype=object)}",ماحول میں کوئی زہریلی چیز شامل کرکے اسے نقصان پہنچانا کیا کہلاتا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['گندا کرنا', 'پسند کرنا', 'صاف کرنا', 'مشاہدہ کرنا'], dtype=object)}",A
14-241,A seaman will likely use this tool more than other:,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['plate with a plug', 'candle with a wick', 'disc with an arrow',
       'card with a strip'], dtype=object)}",ایک ملاح ممکنہ طور پر اس آلے کو دوسروں سے زیادہ استعمال کرے گا:,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['پلگ والی پلیٹ', 'بتی والی موم بتی', 'تیر والی ڈسک',
       'پٹی والا کارڈ'], dtype=object)}",C
14-244,____ burns from the energy of ____,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['death; wind', 'a teacandle; wax', 'food; water', 'water; fire'],
      dtype=object)}",____ ____ کی توانائی سے جلتا ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['موت؛ ہوا', 'ایک موم بتی؛ موم', 'غذا؛ پانی', 'پانی؛ آگ'],
      dtype=object)}",B
14-245,Which would you use a graduated cylinder for?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['to measure bone shards', 'to measure a solid', 'to measure a dog',
       'to measure grape kool-aid'], dtype=object)}",آپ پیمائشی سلنڈر کس لیے استعمال کریں گے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ہڈی کے ٹکڑوں کو ناپنے کے لیے', 'ایک ٹھوس چیز کو ناپنے کے لیے',
       'ایک کتے کو ناپنے کے لیے', 'انگور کے کول ایڈ کو ناپنے کے لیے'],
      dtype=object)}",D
14-248,Sleet is made of what?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['wind', 'icing', 'hard h2o', 'frosting'], dtype=object)}",ژالہ کس چیز سے بنتا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ہوا', 'برف', 'منجمد پانی', 'پالا'], dtype=object)}",C
14-249,"Lifting weights damages your cells, so in order for them to be repaired and grow bigger, you need to","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['consume meat products', 'nothing', 'die', 'fly away'],
      dtype=object)}",وزن اٹھانے سے آپ کے خلیوں کو نقصان پہنچتا ہے، لہذا ان کی مرمت اور انہیں بڑا کرنے کے لیے آپ کو ضرورت ہے کہ,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['گوشت کی مصنوعات کھائیں', 'کچھ نہیں', 'مر جائیں', 'اڑ جائیں'],
      dtype=object)}",A
14-250,"When the moon, sun, and earth line up, tides are at their","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['lower', 'increased', 'gone away', 'just okay'], dtype=object)}",جب چاند، سورج اور زمین ایک سیدھ میں آ جاتے ہیں، تو مدوجزر اپنے ___ پر ہوتا ہے۔,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['پستی', 'عروج', 'اختتام', 'معمول'], dtype=object)}",B
14-251,When the earth shades part of the moon at night it's called,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['lunar orbit', 'the phases', 'weather', 'bad luck'], dtype=object)}",جب رات کو زمین چاند کے کسی حصے پر سایہ ڈالتی ہے تو اسے کہتے ہیں,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['چاند کا مدار', 'چاند کے مراحل', 'موسم', 'بد قسمتی'], dtype=object)}",B
14-255,"An exertion on a thing that is going against the thing's intended direction, when in motion will","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['melt it', 'oppose it', 'speed it up', 'burn it'], dtype=object)}",حرکت کرتی ہوئی کسی چیز پر اس کی سمت کے مخالف لگائی جانے والی قوت...,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['اسے پگھلا دے گی', 'اس کی مخالفت کرے گی', 'اس کی رفتار بڑھا دے گی',
       'اسے جلا دے گی'], dtype=object)}",B
14-259,"If you need something to mix kool-aid, what would you avoid?","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['faucet water', 'well water', 'seawater', 'bottled water'],
      dtype=object)}",اگر آپ کو کول ایڈ بنانا ہو، تو آپ کیا استعمال کرنے سے گریز کریں گے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['نل کا پانی', 'کنویں کا پانی', 'سمندر کا پانی', 'بوتل کا پانی'],
      dtype=object)}",C
14-261,"To function, electrical energy is required for what kind of devices?","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['wet', 'zapping powered', 'hydro', 'watery'], dtype=object)}",کس قسم کے آلات کو کام کرنے کے لیے برقی توانائی کی ضرورت ہوتی ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['گیلے', 'بجلی سے چلنے والے', 'آبی', 'پانی والے'], dtype=object)}",B
14-263,"Heat causes you to sweat, so at which time of day will you sweat most?","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['high noon', 'night time', 'early morning', 'during a snowstorm'],
      dtype=object)}",گرمی کی وجہ سے پسینہ آتا ہے، تو دن کے کس وقت آپ کو سب سے زیادہ پسینہ آئے گا؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['عین دوپہر', 'رات کا وقت', 'صبح سویرے', 'برفانی طوفان کے دوران'],
      dtype=object)}",A
14-264,An amphibian has what temperature blood?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['toasty', 'chilly', 'hot', 'burning'], dtype=object)}",ایک جل تھلیے کے خون کا درجہ حرارت کیا ہوتا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['نیم گرم', 'سرد', 'گرم', 'جلتا ہوا'], dtype=object)}",B
14-265,Which animal is warm blooded?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['salamander', 'toad', 'parakeet', 'tadpole'], dtype=object)}",کون سا جانور گرم خون والا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['سلمینڈر', 'مینڈک', 'طوطا', 'مینڈک کا بچہ'], dtype=object)}",C
14-266,Which is more likely the result of a big earthquake,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['a mountain', 'a big house', 'a modern airplane.', 'a fancy car'],
      dtype=object)}",ایک بڑے زلزلے کے نتیجے میں کیا بننے کا امکان زیادہ ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ایک پہاڑ', 'ایک بڑا گھر', 'ایک جدید ہوائی جہاز', 'ایک شاندار کار'],
      dtype=object)}",A
14-267,Earthquakes cause rock layers to do what?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['crease', 'evaporate', 'sink', 'melt'], dtype=object)}",زلزلے چٹانوں کی تہوں کو کیا کرتے ہیں؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['شکن ڈالنا', 'بخارات بنانا', 'دھنسنا', 'پگھلانا'], dtype=object)}",A
14-268,Which of the following would likely reduce pollution the most?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['using a truck instead of a car', 'using a car instead of the bus',
       'using a motorcycle instead of a bike',
       'using a bicycle instead of a motorcycle'], dtype=object)}",مندرجہ ذیل میں سے کون سا عمل آلودگی کو سب سے زیادہ کم کرے گا؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['کار کی بجائے ٹرک کا استعمال کرنا',
       'بس کی بجائے کار کا استعمال کرنا',
       'سائیکل کی بجائے موٹر سائیکل کا استعمال کرنا',
       'موٹر سائیکل کی بجائے سائیکل کا استعمال کرنا'], dtype=object)}",D
14-269,A way in which humans may cause pollution to the environment is,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['using bug killer on crops', 'avoiding spilling oil into oceans',
       'placing plastics in special containers',
       'making laws against littering'], dtype=object)}",وہ طریقہ جس سے انسان ماحول میں آلودگی کا سبب بن سکتے ہیں، وہ ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['فصلوں پر کیڑے مار دوا کا استعمال کرنا',
       'سمندروں میں تیل پھیلنے سے بچنا', 'پلاسٹک کو مخصوص ڈبوں میں رکھنا',
       'کچرا پھیلانے کے خلاف قوانین بنانا'], dtype=object)}",A
14-270,Magma is sourced in volcanoes and,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['is high enough kelvin to melt steel', 'on the desert plains',
       'is beneath the aliens', 'can freeze water at all times'],
      dtype=object)}",میگما آتش فشاں سے نکلتا ہے اور,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['اسٹیل کو پگھلانے کے لیے کافی گرم ہوتا ہے', 'صحرائی میدانوں پر',
       'خلائی مخلوق کے نیچے ہے', 'ہر وقت پانی کو جما سکتا ہے'],
      dtype=object)}",A
14-272,What will it be harder to see as light pollution increases?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['sky', 'moon', 'stars', 'sun'], dtype=object)}",روشنی کی آلودگی بڑھنے سے کیا دیکھنا مشکل ہو جائے گا؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['آسمان', 'چاند', 'ستارے', 'سورج'], dtype=object)}",C
14-273,"The more factories and cars there are releasing gas in the air, the harder it will be to","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['lay down', 'to space', 'go stargazing', 'sit down'], dtype=object)}",جتنی زیادہ فیکٹریاں اور گاڑیاں ہوا میں گیس چھوڑیں گی، اتنا ہی مشکل ہو جائے گا,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['لیٹنا', 'خلا میں جانا', 'تارے دیکھنا', 'بیٹھنا'], dtype=object)}",C
14-275,A quail's life starts after it leaves the,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['farm', 'country', 'calcium housing', 'earth'], dtype=object)}",بٹیر کی زندگی ___ سے نکلنے کے بعد شروع ہوتی ہے۔,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['فارم', 'ملک', 'کیلشیم کا گھر', 'زمین'], dtype=object)}",C
14-277,A thing which may be found at a special location for reusing materials is a,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['fresh cat litter', 'new brick house', 'rusted aluminum tray',
       'old used wax'], dtype=object)}",ایک چیز جو مواد کو دوبارہ استعمال کرنے کی مخصوص جگہ پر مل سکتی ہے، وہ ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['تازہ بلی کا کوڑا', 'اینٹوں کا نیا گھر',
       'زنگ آلود ایلومینیم کی ٹرے', 'پرانا استعمال شدہ موم'], dtype=object)}",C
14-279,Flowers make themselves attractive to hummingbirds with,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['nocturnal access', 'prickly thorns', 'dull, subdued colors',
       'an optimal angle'], dtype=object)}",پھول ہمنگ برڈز کو اپنی طرف متوجہ کرتے ہیں,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['رات کے وقت رسائی سے', 'نوکیلے کانٹوں سے', 'پھیکے، مدھم رنگوں سے',
       'ایک بہترین زاویے سے'], dtype=object)}",D
14-281,If a person wants to watch the eclipse,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array([""it's best to go without sunglasses"",
       ""it's best to use a telescope"", ""it's best to just look at it"",
       ""it's best to use eye protection""], dtype=object)}",اگر کوئی شخص سورج گرہن دیکھنا چاہتا ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['دھوپ کے چشمے کے بغیر دیکھنا بہتر ہے',
       'ٹیلی سکوپ کا استعمال کرنا بہتر ہے',
       'اسے براہِ راست دیکھنا بہتر ہے',
       'آنکھوں کے تحفظ کا استعمال کرنا بہتر ہے'], dtype=object)}",D
14-283,"In an auction, how might a seller avoid too much of a loss?","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['buyer beware', 'Auction Block', 'Sealed Bid', 'setting a reserve'],
      dtype=object)}",نیلامی میں، بیچنے والا بہت زیادہ نقصان سے کیسے بچ سکتا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['خریدار ہوشیار', 'نیلامی کا چبوترا', 'سربمہر بولی',
       'ریزرو قیمت مقرر کرنا'], dtype=object)}",D
